7411	6965	5604	2984	5897	8453	9446	4316	7645	4207
6475	4154	1614	3418	6049	2274	4172	7746	6181	8520
7057	2376	4586	6293	1754	6578	1420	6606	2506	4063
9414	6000	2145	7333	1511	4947	469	9927	1739	9071
7252	758	8163	1790	5722	1023	8785	65	523	7594
9428	5087	4721	8597	9679	9737	880	7787	9058	1239
2670	7475	4740	377	238	9044	3355	386	5176	2200
468	1972	8586	9626	1675	775	7426	6400	9546	1911
774	2997	5218	3455	9036	1754	7640	3278	1823	7622
453	9762	8611	3437	8984	6598	925	7944	4449	5703
12	8819	6160	5830	668	8060	7213	5215	2091	2804
4486	5330	8492	3055	9572	6438	9929	1774	6339	8689
8619	3774	1129	55	4550	8420	5428	4248	2265	2539
4232	7558	4461	2515	4347	7375	304	7319	8533	8286
2891	381	8794	247	9621	540	2165	2938	4310	4499
8976	7834	7656	1494	6335	2993	6204	8818	3291	5415
411	7335	8495	9480	1942	6116	5701	3254	6718	1730
8991	7174	3926	8764	7664	7607	2772	2075	855	4525
4196	9253	9281	2696	4334	9523	1645	3418	2262	7131
1747	6401	8680	8423	1628	489	8736	3318	3792	2943
7984	9848	4697	6954	2340	8414	4473	1556	6727	9894
3477	6162	2182	3766	6762	4973	7021	1572	9773	4469
3952	1208	7413	3734	2629	7118	3777	5987	9018	1537
6194	8423	2097	1234	1018	7025	1924	1159	7917	3364
2391	1141	3563	1109	9801	9351	8864	6026	9917	6537
5771	567	6372	8574	8797	4714	5566	9686	8530	3125
6248	1719	4965	1090	8620	587	2694	9901	2276	2831
3343	6695	5801	2990	9200	44	9607	721	116	2251
6997	2648	1722	2042	2395	7328	8114	5287	4202	6822
5346	145	3099	2538	5942	3940	1132	6693	5005	841
3263	2066	8959	2385	8905	2954	7102	8544	5223	5936
9886	6990	4597	4986	6421	4412	817	4707	6638	5279
2454	8179	4565	8134	2128	8153	529	3190	8179	3981
8810	6893	7034	4308	5170	7940	1779	9924	6346	3842
8793	6705	3615	4580	5007	7764	4691	5911	2327	4743
4729	1916	1822	9368	9676	4493	8293	5284	9770	5706
8689	3936	4579	6798	8347	7060	7920	7777	3063	9539
8755	2508	6970	5374	1469	3372	8131	8587	6449	7337
1181	1026	9557	4429	33	2502	7241	3688	2416	6988
5219	9495	1271	7193	9674	3399	7217	9975	942	7466
7577	9517	6364	6915	2883	7128	6034	7163	6869	7004
640	5910	1815	9758	3301	9983	4539	5349	9105	963
8010	7064	4822	2279	8254	8642	7005	3223	6152	6947
2706	952	7918	8058	3222	7780	7660	6692	2224	1171
8996	916	2490	4006	1443	8706	1773	8279	7037	4763
3746	8843	7751	3930	6075	3045	4537	1044	8493	8645
7881	2094	4127	6019	9951	5602	8740	5051	9492	4942
3102	2687	9480	91	4679	860	9152	9946	7575	8310
2104	9710	3274	9437	4894	2281	7183	6219	270	2293
84	6306	4470	6915	7540	9350	7428	9803	4654	8225
909	2800	9879	6820	3098	1385	6142	4213	1245	5186
4172	6277	9387	4293	7007	6346	8489	763	6107	4969
4152	1579	1064	1173	2070	9113	865	6171	2625	7484
3471	6110	4446	3125	822	9155	5559	142	7372	165
2075	1089	9958	6038	7267	9873	2256	1502	2237	5551
1431	3796	6136	61	9655	3414	6791	6668	7091	172
939	5865	4483	3308	5348	4239	2172	4377	7597	4999
6008	2453	1199	679	216	5133	7412	9029	3673	2435
7181	8645	1278	9	1311	4578	9061	956	2877	3092
3215	1808	7479	2530	5835	1151	3173	2507	2857	1750
1585	5172	4489	9541	6780	3426	6003	7314	333	5859
7645	4812	9287	9558	3528	7092	2124	3735	2280	1719
7959	7139	6506	6436	9458	5302	3824	670	2483	9616
3058	4545	8056	3791	8476	4513	7255	6275	2437	9243
9899	6740	2059	1934	4251	1973	5808	8731	9117	5463
9383	7516	5344	4558	2828	8758	7090	3733	8660	858
7911	2509	4748	5761	8084	3123	6684	1320	8782	75
2255	2988	7189	6016	2033	2456	2893	4377	40	7469
7679	848	2717	9973	7869	265	3431	261	2405	7398
7583	1335	9985	2617	6206	9922	8018	9293	7869	76
4644	3994	7405	8312	828	4187	5586	8806	4338	2570
8719	4445	2916	1147	9011	2333	4487	7319	6911	9174
5528	7122	7716	193	7409	6573	6542	1959	4743	4305
1703	7231	234	5088	645	7334	1404	2097	6353	5211
3169	1927	4816	8384	6724	6747	8905	2411	1874	7898
6294	9340	5597	5837	4110	8264	8488	24	5956	315
7689	8879	3874	5088	3755	6726	474	1246	2746	436
3524	1148	5576	2222	2255	5778	8076	318	8229	6938
3227	5614	1114	294	2883	3412	1839	5790	2541	2530
6529	8039	5571	8473	9311	5968	8018	6819	6147	7605
5988	248	4859	3606	7448	4403	337	7365	2730	1237
5359	8811	3874	4102	4876	9744	377	2493	4607	8788
3199	9837	2443	7809	2536	2786	6852	8414	30	6064
6497	1382	3077	3765	5155	2568	7507	1130	2613	4319
2428	4177	1054	72	3833	4918	1876	3563	6075	8871
1904	4459	7413	8479	7005	2510	7559	2603	6192	1667
4166	8694	9628	5703	4460	5299	7250	3652	5041	9723
5113	5382	7497	3094	7640	8502	6973	8667	4278	2623
4161	2341	6961	829	4250	8833	5297	5726	840	6644
9483	4405	1161	8551	7427	5848	8682	5194	3670	5960
3192	4702	4196	8318	7400	9055	5163	489	50	6777
3649	2236	7483	2409	7014	8602	1561	3043	894	6036
541	1494	3755	164	4271	9469	9031	7118	9830	2572
9292	8553	7576	7114	7559	1569	8370	4901	9015	9450
9369	4857	6967	4259	850	7796	1993	485	2972	9188
3591	4566	2916	9918	8610	4781	6744	6128	4937	1808
7635	1784	9884	7036	3194	9492	7277	7886	3357	4883
5752	4136	7427	1548	5105	6980	954	8613	3241	4714
942	3232	4969	4749	3559	4941	9958	5346	9658	3902
7958	3682	8155	8091	8878	3935	7127	1737	2080	4697
3261	6861	8275	8385	7518	1983	2889	6137	644	6700
2223	6024	2282	1430	8211	4307	1510	8644	8788	542
1275	7367	3592	1663	3404	4487	1579	8440	2638	3614
6316	3840	8244	8188	7845	4369	1764	7697	7080	4978
1828	6671	1259	4866	983	1598	3229	1480	2344	5990
9964	1986	7035	3973	5838	4612	126	5716	1861	4543
5520	2208	7408	5112	6218	1669	300	4959	4277	7854
4389	9483	3802	4222	5021	6520	6566	942	2683	1107
6628	924	628	6941	4835	8010	9799	4709	6400	3478
43	5467	9427	9247	4887	1351	8810	4633	7699	8150
4757	4916	9710	8526	6096	939	5971	6837	7292	3591
672	5113	9654	3098	5566	5394	1950	163	5612	4296
2350	3905	9147	5588	8326	5786	13	1805	8403	2431
5831	8144	5408	9125	1322	6922	7411	5761	309	260
8133	3396	5886	1850	1502	1040	3576	4274	2308	8928
985	2020	5714	5032	7957	6736	2825	687	6363	7937
2710	6901	7426	50	4499	1224	2764	5062	2877	1763
4827	6536	7709	6673	993	7100	417	1789	5465	3919
9470	8376	1859	8940	8998	6692	5696	2452	4757	9693
2161	968	410	4304	9288	6344	3518	2964	77	7329
2735	2389	6070	6382	9154	727	256	4971	9548	1649
1074	6884	9741	1800	2804	3154	2985	1106	8062	975
5960	7153	7429	7376	2862	775	4972	8037	5003	9291
5082	5406	5813	7497	2939	7516	8602	31	3008	7587
6456	3412	6534	9860	5135	1809	4136	409	4511	6454
7792	1021	1292	4291	9381	5351	2251	3649	7114	181
23	5057	2201	688	8045	82	7107	3338	6512	7090
2886	5250	1004	3455	8209	1664	5600	3053	4224	7283
6649	5132	9859	4634	8835	912	8708	1989	4415	3567
4282	3408	9232	9443	3269	4045	7947	4003	8376	538
8411	2651	4074	9905	4139	710	2810	4290	5509	3483
1745	1320	5956	5696	6323	2823	171	1140	7284	369
2422	9175	4575	5371	1	3031	8442	1395	9339	3745
6720	5045	9185	3579	8644	9102	939	917	9336	3524
3600	7476	2620	4974	4671	9136	7647	4312	904	3036
5350	1050	9922	489	8523	5099	6864	2436	2160	7194
7701	944	5848	7260	832	1946	3893	6474	3523	8789
7894	9389	224	6843	2583	5579	278	4311	5425	5586
6184	8311	3361	5571	8607	4177	7514	8207	5008	952
9365	3983	5170	6552	4774	7889	5192	3642	6699	5772
6333	7092	861	2194	2970	1965	491	7935	7496	1413
5672	511	1089	7685	7034	4352	8168	4306	3650	5192
4729	2038	5206	3225	1809	6773	5012	3401	8991	847
2663	5710	6868	9706	5058	2644	6033	250	8022	2398
6343	2028	8564	612	1701	4466	6929	7178	4490	8088
9417	1225	1714	4226	4319	2112	2364	5788	2203	478
2608	7198	9609	1050	3191	2099	7874	2010	6803	525
4702	2718	4374	9116	4718	6031	2910	5994	75	440
3615	2325	9407	7088	1069	267	7627	5606	6723	8972
7359	6244	5174	3829	3648	5985	5259	1455	5638	744
7779	2358	543	329	2321	2609	2212	2336	1951	6270
3525	2450	4306	8104	436	2239	427	814	996	6463
7919	5678	7392	7514	2088	9159	1665	2230	4000	1809
561	2890	69	794	2517	9652	6330	8079	7929	1495
2269	6137	297	8601	7457	8601	6305	2260	7953	7866
7025	2722	200	1801	262	725	7140	6742	2296	927
7885	591	8983	2850	6588	6670	7771	5914	717	4999
8115	7539	4354	1052	4932	9378	5445	2181	396	237
3510	9577	3859	6013	7172	9958	5640	1322	8397	343
3324	1679	3736	7965	3231	7355	8066	229	1986	6606
9330	1080	3045	6468	252	627	3638	1335	7245	6774
3233	9412	4292	8025	2607	9258	9893	7388	5726	184
5826	1579	9378	7358	9187	2869	8219	9804	3484	6600
6985	1815	1075	9398	3288	6776	1729	1436	1728	3790
216	5520	9961	4135	9393	4490	4058	5390	5253	660
4336	4054	2218	120	5275	5904	8347	341	7759	259
4061	5399	3980	503	6613	2728	3641	4099	5912	9939
6071	737	4326	6340	8010	7722	2097	8821	3809	1656
5809	4053	1412	4257	2511	4632	3093	3553	6108	1297
5787	2234	6456	4852	7753	1853	6821	4812	3340	1555
8359	5948	3233	1392	7068	9857	9599	1503	7546	1896
6614	4723	2077	5887	7876	6784	5676	2480	4276	6844
3924	886	5309	4335	4559	976	3694	4608	9047	7291
3703	5485	2790	2924	666	2080	2721	4174	1402	2182
3702	2191	7138	6927	9960	1326	2744	7161	5076	4974
450	8539	6750	7473	6936	8574	9953	9723	5248	9921
8605	4361	7947	1747	8593	3483	6278	9559	2812	2515
7386	8389	6463	5463	5248	8498	42	3860	1167	6936
4303	7704	816	6009	3506	9668	388	9048	2389	3382
9748	8066	4874	2486	2838	343	1921	4268	2844	223
5465	9716	3107	1932	9548	4198	9670	5648	8173	1326
605	303	2946	7977	638	7709	3426	5183	3437	5640
7692	9467	1476	6993	9010	9775	9681	4675	8388	2473
9198	858	9693	5877	5282	9815	5173	5914	7861	884
2459	2830	9327	3347	776	3836	4434	7855	7406	7882
8054	7541	7620	5998	2851	95	5346	8525	3441	9878
144	2045	2579	2909	6371	5976	335	6424	8433	1182
5356	4501	1697	9039	4818	102	1170	5577	7498	8697
3762	9983	74	100	3771	5183	789	5173	5226	7981
8241	7784	9455	9321	7466	8034	156	1718	4077	1665
4610	4667	7444	9301	5406	2435	3799	1843	3654	4442
3672	9111	3607	3857	369	3574	9517	7859	6482	6504
5489	6189	4574	5149	5186	1486	1092	9101	4255	711
6841	501	7581	8326	4110	38	1900	2406	2991	2629
911	8511	7372	2716	6118	1210	9747	4063	6155	7989
3161	8585	1414	571	2756	9277	850	8352	673	2277
7954	8218	3018	8383	8008	6508	5761	8674	1854	7979
6176	6326	3812	1402	4971	282	1432	814	3765	4067
8727	5797	3689	6252	5606	9058	9265	8540	4267	3353
7621	6605	6867	8368	8012	1288	4635	1569	533	9584
2374	2417	2115	4311	3000	6796	8091	4643	8732	5521
7071	2915	9187	6653	4399	9564	939	478	9665	229
1814	9943	7723	4450	9386	8790	162	6027	5699	782
2282	7867	6936	5382	9122	561	1013	2411	793	6491
4101	5035	1108	4198	1216	8783	2670	7833	6226	5709
2480	2698	6790	8835	1756	3317	7250	3016	5345	1946
6519	5074	6985	4555	5145	8880	4246	805	5607	5324
4877	3713	8651	6941	8771	3538	2672	8040	7561	311
8566	5425	1663	3675	3207	8467	1881	1803	4181	8014
8362	7987	5410	9920	7374	1025	1855	3487	372	1906
1915	5854	8063	844	1331	8952	9657	9325	9023	3169
